usaf,wban,year,month,day,hour,minute,lat,lon,elev,wd,ws,ceil_hgt,temp,dew_point,atmos_pres,rh,time
744860,94789,2010,1,1,0,51,40.655,-73.796,7,NA,0,884,0.6,-0.6,1015.6,91.7,2010-01-01T00:51:00Z
744860,94789,2010,1,1,1,0,40.65,-73.783,7,NA,0,NA,0.6,-0.6,1015.6,91.7,2010-01-01T01:00:00Z
744860,94789,2010,1,1,1,51,40.655,-73.796,7,NA,0,1067,0.6,0,1015.5,95.80000000000001,2010-01-01T01:51:00Z
744860,94789,2010,1,1,2,3,40.655,-73.796,7,NA,0,1067,1,0,NA,93,2010-01-01T02:03:00Z
744860,94789,2010,1,1,2,28,40.655,-73.796,7,NA,0,213,1,0,NA,93,2010-01-01T02:28:00Z
744860,94789,2010,1,1,2,51,40.655,-73.796,7,NA,0,213,0.6,0,1015.3,95.80000000000001,2010-01-01T02:51:00Z
744860,94789,2010,1,1,3,51,40.655,-73.796,7,NA,0,366,0.6,0,1014.7,95.80000000000001,2010-01-01T03:51:00Z
744860,94789,2010,1,1,4,0,40.65,-73.783,7,NA,0,NA,0.6,0,1014.7,95.80000000000001,2010-01-01T04:00:00Z
744860,94789,2010,1,1,4,51,40.655,-73.796,7,NA,0,335,0.6,-0.6,1014.3,91.7,2010-01-01T04:51:00Z
744860,94789,2010,1,1,5,49,40.655,-73.796,7,NA,0,274,1,-1,NA,86.5,2010-01-01T05:49:00Z
744860,94789,2010,1,1,5,51,40.655,-73.796,7,NA,0,274,0.6,-0.6,1014.7,91.7,2010-01-01T05:51:00Z
744860,94789,2010,1,1,6,51,40.655,-73.796,7,NA,0,213,0.6,0,1014.3,95.80000000000001,2010-01-01T06:51:00Z
744860,94789,2010,1,1,7,0,40.65,-73.783,7,NA,0,NA,0.6,0,1014.3,95.80000000000001,2010-01-01T07:00:00Z
744860,94789,2010,1,1,7,19,40.655,-73.796,7,220,1.5,152,1,0,NA,93,2010-01-01T07:19:00Z
744860,94789,2010,1,1,7,49,40.655,-73.796,7,NA,0,152,1,0,NA,93,2010-01-01T07:49:00Z
744860,94789,2010,1,1,7,51,40.655,-73.796,7,270,1.5,152,0.6,0,1014.1,95.80000000000001,2010-01-01T07:51:00Z
744860,94789,2010,1,1,8,38,40.655,-73.796,7,260,2.1,549,1,0,NA,93,2010-01-01T08:38:00Z
744860,94789,2010,1,1,8,49,40.655,-73.796,7,250,1.5,2286,1,0,NA,93,2010-01-01T08:49:00Z
744860,94789,2010,1,1,8,51,40.655,-73.796,7,250,1.5,2286,1.1,0,1013.7,92.4,2010-01-01T08:51:00Z
744860,94789,2010,1,1,9,51,40.655,-73.796,7,250,2.6,2286,1.7,0,1013.5,88.5,2010-01-01T09:51:00Z
744860,94789,2010,1,1,10,0,40.65,-73.783,7,250,2.6,NA,1.7,0,1013.5,88.5,2010-01-01T10:00:00Z
744860,94789,2010,1,1,10,51,40.655,-73.796,7,260,2.1,2134,2.2,0.6,1012.7,89.2,2010-01-01T10:51:00Z
744860,94789,2010,1,1,11,51,40.655,-73.796,7,240,2.1,1981,2.8,0.6,1011.6,85.4,2010-01-01T11:51:00Z
744860,94789,2010,1,1,12,51,40.655,-73.796,7,230,2.6,1981,3.9,1.1,1010.7,82,2010-01-01T12:51:00Z
744860,94789,2010,1,1,13,0,40.65,-73.783,7,230,2.6,NA,3.9,1.1,1010.7,82,2010-01-01T13:00:00Z
744860,94789,2010,1,1,13,51,40.655,-73.796,7,360,4.1,2134,3.9,0,1010.7,75.7,2010-01-01T13:51:00Z
744860,94789,2010,1,1,14,51,40.655,-73.796,7,360,3.1,2134,5,0,1010.3,70.10000000000001,2010-01-01T14:51:00Z
744860,94789,2010,1,1,15,51,40.655,-73.796,7,350,3.1,2286,3.3,0,1010,79,2010-01-01T15:51:00Z
744860,94789,2010,1,1,16,0,40.65,-73.783,7,350,3.1,NA,3.3,0,1010,79,2010-01-01T16:00:00Z
744860,94789,2010,1,1,16,51,40.655,-73.796,7,360,2.6,1097,3.9,0,1010,75.7,2010-01-01T16:51:00Z
744860,94789,2010,1,1,17,51,40.655,-73.796,7,330,2.6,1280,3.3,0,1009.5,79,2010-01-01T17:51:00Z
744860,94789,2010,1,1,18,51,40.655,-73.796,7,330,4.1,1402,4.4,-0.6,1009.2,70,2010-01-01T18:51:00Z
744860,94789,2010,1,1,19,0,40.65,-73.783,7,330,4.1,NA,4.4,-0.6,1009.2,70,2010-01-01T19:00:00Z
744860,94789,2010,1,1,19,51,40.655,-73.796,7,310,4.1,1676,3.9,-1.1,1008.5,69.9,2010-01-01T19:51:00Z
744860,94789,2010,1,1,20,51,40.655,-73.796,7,320,6.2,2134,3.9,-1.1,1007.9,69.9,2010-01-01T20:51:00Z
744860,94789,2010,1,1,21,51,40.655,-73.796,7,320,4.1,2286,3.3,-1.7,1007.2,69.7,2010-01-01T21:51:00Z
744860,94789,2010,1,1,22,0,40.65,-73.783,7,320,4.1,NA,3.3,-1.7,1007.2,69.7,2010-01-01T22:00:00Z
744860,94789,2010,1,1,22,51,40.655,-73.796,7,310,5.7,1128,2.8,-1.7,1006.7,72.3,2010-01-01T22:51:00Z
744860,94789,2010,1,1,23,28,40.655,-73.796,7,320,5.7,884,2,-1,NA,80.5,2010-01-01T23:28:00Z
744860,94789,2010,1,1,23,45,40.655,-73.796,7,310,5.7,701,1,-1,NA,86.5,2010-01-01T23:45:00Z
744860,94789,2010,1,1,23,51,40.655,-73.796,7,310,6.2,701,1.1,-1.1,1006.3,85.30000000000001,2010-01-01T23:51:00Z
744860,94789,2010,1,1,23,59,40.655,-73.796,7,NA,NA,NA,NA,NA,NA,NA,2010-01-01T23:59:00Z
744860,94789,2010,1,2,0,49,40.655,-73.796,7,310,7.7,914,1,-3,NA,74.60000000000001,2010-01-02T00:49:00Z
744860,94789,2010,1,2,0,51,40.655,-73.796,7,310,7.7,914,0.6,-2.8,1005.8,78,2010-01-02T00:51:00Z
744860,94789,2010,1,2,1,0,40.65,-73.783,7,310,7.7,NA,0.6,-2.8,1005.8,78,2010-01-02T01:00:00Z
744860,94789,2010,1,2,1,51,40.655,-73.796,7,320,9.3,914,0,-5,1005.8,69.10000000000001,2010-01-02T01:51:00Z
744860,94789,2010,1,2,2,51,40.655,-73.796,7,310,9.3,1006,-0.6,-5,1005.8,72.10000000000001,2010-01-02T02:51:00Z
744860,94789,2010,1,2,3,51,40.655,-73.796,7,310,10.3,1402,-1.1,-5.6,1005.5,71.5,2010-01-02T03:51:00Z
744860,94789,2010,1,2,4,0,40.65,-73.783,7,310,10.3,NA,-1.1,-5.6,1005.5,71.5,2010-01-02T04:00:00Z
744860,94789,2010,1,2,4,51,40.655,-73.796,7,310,8.8,1402,-1.7,-5.6,1005.2,74.7,2010-01-02T04:51:00Z
744860,94789,2010,1,2,5,51,40.655,-73.796,7,310,8.2,1676,-2.2,-5,1005,81.10000000000001,2010-01-02T05:51:00Z
744860,94789,2010,1,2,6,51,40.655,-73.796,7,310,8.2,1829,-2.2,-6.1,1004.6,74.60000000000001,2010-01-02T06:51:00Z
744860,94789,2010,1,2,7,0,40.65,-73.783,7,310,8.2,NA,-2.2,-6.1,1004.6,74.60000000000001,2010-01-02T07:00:00Z
744860,94789,2010,1,2,7,51,40.655,-73.796,7,310,8.2,1676,-1.7,-7.2,1004.5,66.10000000000001,2010-01-02T07:51:00Z
744860,94789,2010,1,2,8,51,40.655,-73.796,7,310,10.3,2438,-1.7,-8.3,1004.5,60.7,2010-01-02T08:51:00Z
744860,94789,2010,1,2,9,51,40.655,-73.796,7,320,10.8,2134,-2.2,-9.4,1004.6,57.800000000000004,2010-01-02T09:51:00Z
744860,94789,2010,1,2,10,0,40.65,-73.783,7,320,10.8,NA,-2.2,-9.4,1004.6,57.800000000000004,2010-01-02T10:00:00Z
744860,94789,2010,1,2,10,51,40.655,-73.796,7,330,11.3,1829,-2.2,-10.6,1004.2,52.6,2010-01-02T10:51:00Z
744860,94789,2010,1,2,11,51,40.655,-73.796,7,320,10.3,1006,-3.3,-9.4,1003.7,62.7,2010-01-02T11:51:00Z
744860,94789,2010,1,2,12,51,40.655,-73.796,7,320,10.8,3048,-2.8,-11.1,1003.2,52.800000000000004,2010-01-02T12:51:00Z
744860,94789,2010,1,2,13,0,40.65,-73.783,7,320,10.8,NA,-2.8,-11.1,1003.2,52.800000000000004,2010-01-02T13:00:00Z
744860,94789,2010,1,2,13,51,40.655,-73.796,7,320,11.3,1829,-2.8,-11.7,1003,50.400000000000006,2010-01-02T13:51:00Z
744860,94789,2010,1,2,14,51,40.655,-73.796,7,310,9.3,1676,-2.8,-12.2,1003.6,48.400000000000006,2010-01-02T14:51:00Z
744860,94789,2010,1,2,15,51,40.655,-73.796,7,310,12.4,1433,-3.3,-12.8,1003.9,47.800000000000004,2010-01-02T15:51:00Z
744860,94789,2010,1,2,16,0,40.65,-73.783,7,310,12.3,NA,-3.3,-12.8,1003.9,47.800000000000004,2010-01-02T16:00:00Z
744860,94789,2010,1,2,16,51,40.655,-73.796,7,320,13.9,2134,-4.4,-13.9,1004.4,47.5,2010-01-02T16:51:00Z
744860,94789,2010,1,2,17,51,40.655,-73.796,7,310,14.4,3353,-5.6,-14.4,1005,49.900000000000006,2010-01-02T17:51:00Z
744860,94789,2010,1,2,18,51,40.655,-73.796,7,310,10.3,7620,-6.1,-15,1005.2,49.400000000000006,2010-01-02T18:51:00Z
744860,94789,2010,1,2,19,0,40.65,-73.783,7,310,10.3,NA,-6.1,-15,1005.2,49.400000000000006,2010-01-02T19:00:00Z
744860,94789,2010,1,2,19,51,40.655,-73.796,7,310,13.9,22000,-7.2,-15.6,1005.2,51.1,2010-01-02T19:51:00Z
744860,94789,2010,1,2,20,51,40.655,-73.796,7,310,11.3,22000,-7.8,-16.1,1005.2,51.400000000000006,2010-01-02T20:51:00Z
744860,94789,2010,1,2,21,51,40.655,-73.796,7,310,10.3,22000,-7.8,-16.1,1004.7,51.400000000000006,2010-01-02T21:51:00Z
744860,94789,2010,1,2,22,0,40.65,-73.783,7,310,10.3,22000,-7.8,-16.1,1004.7,51.400000000000006,2010-01-02T22:00:00Z
744860,94789,2010,1,2,22,51,40.655,-73.796,7,300,10.8,22000,-8.3,-16.1,1004.4,53.400000000000006,2010-01-02T22:51:00Z
744860,94789,2010,1,2,23,51,40.655,-73.796,7,300,12.9,22000,-7.8,-16.1,1003.5,51.400000000000006,2010-01-02T23:51:00Z
744860,94789,2010,1,2,23,59,40.655,-73.796,7,NA,NA,NA,NA,NA,NA,NA,2010-01-02T23:59:00Z
744860,94789,2010,1,3,0,51,40.655,-73.796,7,300,13.4,22000,-7.8,-16.1,1002.6,51.400000000000006,2010-01-03T00:51:00Z
744860,94789,2010,1,3,1,0,40.65,-73.783,7,300,13.4,22000,-7.8,-16.1,1002.6,51.400000000000006,2010-01-03T01:00:00Z
744860,94789,2010,1,3,1,51,40.655,-73.796,7,290,13.4,22000,-7.8,-16.1,1002.2,51.400000000000006,2010-01-03T01:51:00Z
744860,94789,2010,1,3,2,51,40.655,-73.796,7,290,9.3,22000,-7.8,-16.1,1001.5,51.400000000000006,2010-01-03T02:51:00Z
744860,94789,2010,1,3,3,51,40.655,-73.796,7,290,9.8,22000,-7.8,-16.1,1000.5,51.400000000000006,2010-01-03T03:51:00Z
744860,94789,2010,1,3,4,0,40.65,-73.783,7,290,9.8,22000,-7.8,-16.1,1000.5,51.400000000000006,2010-01-03T04:00:00Z
744860,94789,2010,1,3,4,51,40.655,-73.796,7,300,10.3,22000,-7.8,-16.1,999.8,51.400000000000006,2010-01-03T04:51:00Z
744860,94789,2010,1,3,5,51,40.655,-73.796,7,290,10.8,3353,-7.2,-16.1,999.2,49.1,2010-01-03T05:51:00Z
744860,94789,2010,1,3,6,51,40.655,-73.796,7,300,11.8,3962,-7.2,-15.6,998.4,51.1,2010-01-03T06:51:00Z
744860,94789,2010,1,3,7,0,40.65,-73.783,7,300,11.8,NA,-7.2,-15.6,998.4,51.1,2010-01-03T07:00:00Z
744860,94789,2010,1,3,7,51,40.655,-73.796,7,300,10.3,3658,-6.7,-15,998.2,51.7,2010-01-03T07:51:00Z
744860,94789,2010,1,3,8,51,40.655,-73.796,7,300,9.8,2743,-6.1,-15,998.5,49.400000000000006,2010-01-03T08:51:00Z
744860,94789,2010,1,3,9,51,40.655,-73.796,7,310,9.8,2134,-5.6,-15,998.5,47.5,2010-01-03T09:51:00Z
744860,94789,2010,1,3,10,0,40.65,-73.783,7,310,9.8,NA,-5.6,-15,998.5,47.5,2010-01-03T10:00:00Z
744860,94789,2010,1,3,10,51,40.655,-73.796,7,310,9.8,1219,-5,-14.4,998.4,47.7,2010-01-03T10:51:00Z
744860,94789,2010,1,3,11,51,40.655,-73.796,7,310,14.9,2438,-5.6,-15.6,997.9,45.2,2010-01-03T11:51:00Z
744860,94789,2010,1,3,12,51,40.655,-73.796,7,310,12.9,1829,-5,-15.6,997.9,43.2,2010-01-03T12:51:00Z
744860,94789,2010,1,3,13,0,40.65,-73.783,7,310,12.9,NA,-5,-15.6,997.9,43.2,2010-01-03T13:00:00Z
744860,94789,2010,1,3,13,49,40.655,-73.796,7,310,12.4,853,-5,-13,NA,53.5,2010-01-03T13:49:00Z
744860,94789,2010,1,3,13,51,40.655,-73.796,7,310,12.9,853,-5,-12.8,998.3,54.400000000000006,2010-01-03T13:51:00Z
744860,94789,2010,1,3,14,49,40.655,-73.796,7,320,14.9,1097,-6,-13,NA,57.7,2010-01-03T14:49:00Z
744860,94789,2010,1,3,14,51,40.655,-73.796,7,320,13.9,1097,-6.1,-13.3,999,56.7,2010-01-03T14:51:00Z
744860,94789,2010,1,3,15,27,40.655,-73.796,7,310,14.9,671,-6,-13,NA,57.7,2010-01-03T15:27:00Z
744860,94789,2010,1,3,15,49,40.655,-73.796,7,310,14.4,1006,-6,-13,NA,57.7,2010-01-03T15:49:00Z
744860,94789,2010,1,3,15,51,40.655,-73.796,7,310,13.9,1006,-6.1,-13.3,1000,56.7,2010-01-03T15:51:00Z
744860,94789,2010,1,3,16,0,40.65,-73.783,7,310,13.9,NA,-6.1,-13.3,1000,56.7,2010-01-03T16:00:00Z
744860,94789,2010,1,3,16,51,40.655,-73.796,7,310,10.8,1494,-6.7,-13.3,1000.9,59.400000000000006,2010-01-03T16:51:00Z
744860,94789,2010,1,3,17,13,40.655,-73.796,7,310,13.4,853,-7,-12,NA,67.5,2010-01-03T17:13:00Z
744860,94789,2010,1,3,17,49,40.655,-73.796,7,320,12.9,945,-6,-13,NA,57.7,2010-01-03T17:49:00Z
744860,94789,2010,1,3,17,51,40.655,-73.796,7,310,13.4,945,-6.1,-12.8,1001.9,59.1,2010-01-03T17:51:00Z
744860,94789,2010,1,3,18,51,40.655,-73.796,7,320,11.3,2438,-6.1,-14.4,1002.1,51.900000000000006,2010-01-03T18:51:00Z
744860,94789,2010,1,3,19,0,40.65,-73.783,7,320,11.3,NA,-6.1,-14.4,1002.1,51.900000000000006,2010-01-03T19:00:00Z
744860,94789,2010,1,3,19,51,40.655,-73.796,7,310,12.9,2134,-5.6,-15,1002.8,47.5,2010-01-03T19:51:00Z
744860,94789,2010,1,3,20,51,40.655,-73.796,7,320,9.8,1676,-5.6,-14.4,1002.6,49.900000000000006,2010-01-03T20:51:00Z
744860,94789,2010,1,3,21,51,40.655,-73.796,7,320,11.3,2591,-6.1,-14.4,1003.3,51.900000000000006,2010-01-03T21:51:00Z
744860,94789,2010,1,3,22,0,40.65,-73.783,7,320,11.3,NA,-6.1,-14.4,1003.3,51.900000000000006,2010-01-03T22:00:00Z
744860,94789,2010,1,3,22,51,40.655,-73.796,7,310,9.3,22000,-5.6,-14.4,1003.2,49.900000000000006,2010-01-03T22:51:00Z
744860,94789,2010,1,3,23,51,40.655,-73.796,7,320,7.2,3048,-5.6,-14.4,1003.7,49.900000000000006,2010-01-03T23:51:00Z
744860,94789,2010,1,3,23,59,40.655,-73.796,7,NA,NA,NA,NA,NA,NA,NA,2010-01-03T23:59:00Z
744860,94789,2010,1,4,0,51,40.655,-73.796,7,310,9.3,22000,-6.1,-13.9,1004.2,54,2010-01-04T00:51:00Z
744860,94789,2010,1,4,1,0,40.65,-73.783,7,310,9.3,22000,-6.1,-13.9,1004.2,54,2010-01-04T01:00:00Z
744860,94789,2010,1,4,1,51,40.655,-73.796,7,310,8.2,22000,-6.1,-13.9,1004.4,54,2010-01-04T01:51:00Z
744860,94789,2010,1,4,2,51,40.655,-73.796,7,310,8.8,22000,-6.1,-13.9,1004.7,54,2010-01-04T02:51:00Z
744860,94789,2010,1,4,3,51,40.655,-73.796,7,310,8.8,22000,-6.1,-13.3,1005,56.7,2010-01-04T03:51:00Z
744860,94789,2010,1,4,4,0,40.65,-73.783,7,310,8.7,22000,-6.1,-13.3,1005,56.7,2010-01-04T04:00:00Z
744860,94789,2010,1,4,4,51,40.655,-73.796,7,310,8.8,22000,-6.1,-13.3,1005.2,56.7,2010-01-04T04:51:00Z
744860,94789,2010,1,4,5,51,40.655,-73.796,7,310,8.2,22000,-6.7,-13.3,1005.8,59.400000000000006,2010-01-04T05:51:00Z
744860,94789,2010,1,4,6,51,40.655,-73.796,7,320,5.7,22000,-6.7,-13.3,1005.9,59.400000000000006,2010-01-04T06:51:00Z
744860,94789,2010,1,4,7,0,40.65,-73.783,7,320,5.7,22000,-6.7,-13.3,1005.9,59.400000000000006,2010-01-04T07:00:00Z
744860,94789,2010,1,4,7,51,40.655,-73.796,7,300,6.7,22000,-5.6,-12.8,1006.4,56.900000000000006,2010-01-04T07:51:00Z
744860,94789,2010,1,4,8,51,40.655,-73.796,7,320,9.8,7620,-5,-12.8,1006.6,54.400000000000006,2010-01-04T08:51:00Z
744860,94789,2010,1,4,9,51,40.655,-73.796,7,310,9.3,7620,-3.3,-12.8,1006.6,47.800000000000004,2010-01-04T09:51:00Z
744860,94789,2010,1,4,10,0,40.65,-73.783,7,310,9.3,NA,-3.3,-12.8,1006.6,47.800000000000004,2010-01-04T10:00:00Z
744860,94789,2010,1,4,10,51,40.655,-73.796,7,300,7.2,2286,-2.8,-12.8,1006.4,46.1,2010-01-04T10:51:00Z
744860,94789,2010,1,4,11,51,40.655,-73.796,7,300,7.2,7620,-2.2,-12.2,1005.3,46.300000000000004,2010-01-04T11:51:00Z
744860,94789,2010,1,4,12,51,40.655,-73.796,7,300,6.2,7620,-1.1,-11.7,1004.8,44.400000000000006,2010-01-04T12:51:00Z
744860,94789,2010,1,4,13,0,40.65,-73.783,7,300,6.2,NA,-1.1,-11.7,1004.8,44.400000000000006,2010-01-04T13:00:00Z
744860,94789,2010,1,4,13,51,40.655,-73.796,7,280,8.2,7620,-0.6,-11.7,1004.6,42.800000000000004,2010-01-04T13:51:00Z
744860,94789,2010,1,4,14,51,40.655,-73.796,7,290,8.2,7620,-0.6,-11.7,1004.9,42.800000000000004,2010-01-04T14:51:00Z
744860,94789,2010,1,4,15,51,40.655,-73.796,7,290,6.7,7620,-1.1,-11.7,1005.5,44.400000000000006,2010-01-04T15:51:00Z
744860,94789,2010,1,4,16,0,40.65,-73.783,7,290,6.7,NA,-1.1,-11.7,1005.5,44.400000000000006,2010-01-04T16:00:00Z
744860,94789,2010,1,4,16,51,40.655,-73.796,7,310,7.7,7620,-2.2,-11.7,1006,48.2,2010-01-04T16:51:00Z
744860,94789,2010,1,4,17,51,40.655,-73.796,7,300,7.7,7620,-2.8,-11.7,1006.4,50.400000000000006,2010-01-04T17:51:00Z
744860,94789,2010,1,4,18,51,40.655,-73.796,7,310,9.3,7620,-3.3,-12.2,1007,50.2,2010-01-04T18:51:00Z
744860,94789,2010,1,4,19,0,40.65,-73.783,7,310,9.3,NA,-3.3,-12.2,1007,50.2,2010-01-04T19:00:00Z
744860,94789,2010,1,4,19,51,40.655,-73.796,7,310,9.3,7620,-4.4,-12.8,1007.5,52,2010-01-04T19:51:00Z
744860,94789,2010,1,4,20,51,40.655,-73.796,7,310,6.2,22000,-5,-12.8,1007.5,54.400000000000006,2010-01-04T20:51:00Z
744860,94789,2010,1,4,21,51,40.655,-73.796,7,320,7.7,22000,-5,-12.8,1007.7,54.400000000000006,2010-01-04T21:51:00Z
744860,94789,2010,1,4,22,0,40.65,-73.783,7,320,7.7,22000,-5,-12.8,1007.7,54.400000000000006,2010-01-04T22:00:00Z
744860,94789,2010,1,4,22,51,40.655,-73.796,7,320,8.2,22000,-5.6,-13.3,1007.7,54.6,2010-01-04T22:51:00Z
744860,94789,2010,1,4,23,51,40.655,-73.796,7,310,7.2,22000,-5.6,-12.8,1007.5,56.900000000000006,2010-01-04T23:51:00Z
744860,94789,2010,1,4,23,59,40.655,-73.796,7,NA,NA,NA,NA,NA,NA,NA,2010-01-04T23:59:00Z
744860,94789,2010,1,5,0,51,40.655,-73.796,7,310,6.2,22000,-6.1,-12.8,1007.2,59.1,2010-01-05T00:51:00Z
744860,94789,2010,1,5,1,0,40.65,-73.783,7,310,6.2,22000,-6.1,-12.8,1007.2,59.1,2010-01-05T01:00:00Z
744860,94789,2010,1,5,1,51,40.655,-73.796,7,310,5.7,22000,-6.1,-12.8,1007.5,59.1,2010-01-05T01:51:00Z
744860,94789,2010,1,5,2,51,40.655,-73.796,7,310,6.2,1250,-5.6,-12.2,1007.6,59.7,2010-01-05T02:51:00Z
744860,94789,2010,1,5,3,51,40.655,-73.796,7,310,6.7,1311,-5,-12.8,1007.4,54.400000000000006,2010-01-05T03:51:00Z
744860,94789,2010,1,5,4,0,40.65,-73.783,7,310,6.7,NA,-5,-12.8,1007.4,54.400000000000006,2010-01-05T04:00:00Z
744860,94789,2010,1,5,4,51,40.655,-73.796,7,320,7.7,1128,-5,-12.8,1007.4,54.400000000000006,2010-01-05T04:51:00Z
744860,94789,2010,1,5,5,51,40.655,-73.796,7,320,5.1,1250,-5,-12.8,1007.5,54.400000000000006,2010-01-05T05:51:00Z
744860,94789,2010,1,5,6,51,40.655,-73.796,7,320,6.7,1372,-5.6,-12.8,1007.6,56.900000000000006,2010-01-05T06:51:00Z
744860,94789,2010,1,5,7,0,40.65,-73.783,7,320,6.7,NA,-5.6,-12.8,1007.6,56.900000000000006,2010-01-05T07:00:00Z
744860,94789,2010,1,5,7,51,40.655,-73.796,7,310,5.7,22000,-5.6,-12.2,1007.7,59.7,2010-01-05T07:51:00Z
744860,94789,2010,1,5,8,51,40.655,-73.796,7,320,6.2,22000,-3.9,-11.7,1007.8,54.7,2010-01-05T08:51:00Z
744860,94789,2010,1,5,9,51,40.655,-73.796,7,320,7.2,22000,-2.8,-11.1,1007.7,52.800000000000004,2010-01-05T09:51:00Z
744860,94789,2010,1,5,10,0,40.65,-73.783,7,320,7.2,22000,-2.8,-11.1,1007.7,52.800000000000004,2010-01-05T10:00:00Z
744860,94789,2010,1,5,10,51,40.655,-73.796,7,310,8.2,22000,-1.7,-11.1,1007.1,48.7,2010-01-05T10:51:00Z
744860,94789,2010,1,5,11,51,40.655,-73.796,7,300,7.2,22000,-0.6,-10.6,1006.5,46.800000000000004,2010-01-05T11:51:00Z
744860,94789,2010,1,5,12,51,40.655,-73.796,7,310,7.7,22000,0,-10.6,1005.7,44.800000000000004,2010-01-05T12:51:00Z
744860,94789,2010,1,5,13,0,40.65,-73.783,7,310,7.7,22000,0,-10.6,1005.7,44.800000000000004,2010-01-05T13:00:00Z
744860,94789,2010,1,5,13,51,40.655,-73.796,7,320,8.2,22000,0,-10.6,1005.2,44.800000000000004,2010-01-05T13:51:00Z
744860,94789,2010,1,5,14,51,40.655,-73.796,7,310,8.8,22000,-0.6,-11.1,1005,44.900000000000006,2010-01-05T14:51:00Z
744860,94789,2010,1,5,15,51,40.655,-73.796,7,320,6.7,22000,-1.1,-11.1,1005.1,46.6,2010-01-05T15:51:00Z
744860,94789,2010,1,5,16,0,40.65,-73.783,7,320,6.7,22000,-1.1,-11.1,1005.1,46.6,2010-01-05T16:00:00Z
744860,94789,2010,1,5,16,51,40.655,-73.796,7,310,6.2,22000,-1.7,-11.1,1005,48.7,2010-01-05T16:51:00Z
744860,94789,2010,1,5,17,51,40.655,-73.796,7,300,7.7,22000,-2.2,-11.1,1005.5,50.5,2010-01-05T17:51:00Z
744860,94789,2010,1,5,18,51,40.655,-73.796,7,310,5.7,22000,-2.8,-11.1,1006,52.800000000000004,2010-01-05T18:51:00Z
744860,94789,2010,1,5,19,0,40.65,-73.783,7,310,5.7,22000,-2.8,-11.1,1006,52.800000000000004,2010-01-05T19:00:00Z
744860,94789,2010,1,5,19,51,40.655,-73.796,7,320,8.8,1006,-2.2,-11.1,1006.1,50.5,2010-01-05T19:51:00Z
744860,94789,2010,1,5,20,51,40.655,-73.796,7,310,9.3,1829,-2.2,-11.1,1006,50.5,2010-01-05T20:51:00Z
744860,94789,2010,1,5,21,51,40.655,-73.796,7,320,7.2,1829,-2.2,-11.1,1006.1,50.5,2010-01-05T21:51:00Z
744860,94789,2010,1,5,22,0,40.65,-73.783,7,320,7.2,NA,-2.2,-11.1,1006.1,50.5,2010-01-05T22:00:00Z
744860,94789,2010,1,5,22,51,40.655,-73.796,7,320,8.8,1829,-2.8,-11.1,1006.3,52.800000000000004,2010-01-05T22:51:00Z
744860,94789,2010,1,5,23,51,40.655,-73.796,7,310,7.2,1829,-2.8,-11.7,1006.1,50.400000000000006,2010-01-05T23:51:00Z
744860,94789,2010,1,5,23,59,40.655,-73.796,7,NA,NA,NA,NA,NA,NA,NA,2010-01-05T23:59:00Z
744860,94789,2010,1,6,0,51,40.655,-73.796,7,310,7.7,1981,-2.8,-11.7,1005.9,50.400000000000006,2010-01-06T00:51:00Z
744860,94789,2010,1,6,1,0,40.65,-73.783,7,310,7.7,NA,-2.8,-11.7,1005.9,50.400000000000006,2010-01-06T01:00:00Z
744860,94789,2010,1,6,1,51,40.655,-73.796,7,310,7.2,1829,-2.8,-11.7,1005.9,50.400000000000006,2010-01-06T01:51:00Z
744860,94789,2010,1,6,2,51,40.655,-73.796,7,300,6.2,1829,-2.8,-11.1,1005.8,52.800000000000004,2010-01-06T02:51:00Z
744860,94789,2010,1,6,3,51,40.655,-73.796,7,300,6.7,1676,-2.8,-10.6,1005.6,55,2010-01-06T03:51:00Z
744860,94789,2010,1,6,4,0,40.65,-73.783,7,300,6.7,NA,-2.8,-10.6,1005.6,55,2010-01-06T04:00:00Z
744860,94789,2010,1,6,4,51,40.655,-73.796,7,310,7.7,1097,-2.8,-10.6,1005.4,55,2010-01-06T04:51:00Z
744860,94789,2010,1,6,5,51,40.655,-73.796,7,320,8.8,1189,-2.8,-10,1005.8,57.6,2010-01-06T05:51:00Z
744860,94789,2010,1,6,6,51,40.655,-73.796,7,320,7.2,1372,-2.8,-10,1006.4,57.6,2010-01-06T06:51:00Z
744860,94789,2010,1,6,7,0,40.65,-73.783,7,320,7.2,NA,-2.8,-10,1006.4,57.6,2010-01-06T07:00:00Z
744860,94789,2010,1,6,7,51,40.655,-73.796,7,320,7.7,2134,-2.8,-10,1006.8,57.6,2010-01-06T07:51:00Z
744860,94789,2010,1,6,8,51,40.655,-73.796,7,330,8.8,1829,-2.2,-11.1,1007.1,50.5,2010-01-06T08:51:00Z
744860,94789,2010,1,6,9,51,40.655,-73.796,7,310,8.2,22000,-0.6,-10.6,1007,46.800000000000004,2010-01-06T09:51:00Z
744860,94789,2010,1,6,10,0,40.65,-73.783,7,310,8.2,22000,-0.6,-10.6,1007,46.800000000000004,2010-01-06T10:00:00Z
744860,94789,2010,1,6,10,51,40.655,-73.796,7,310,6.2,22000,0,-10.6,1006.5,44.800000000000004,2010-01-06T10:51:00Z
744860,94789,2010,1,6,11,51,40.655,-73.796,7,300,7.7,22000,0.6,-10,1005.6,44.900000000000006,2010-01-06T11:51:00Z
